route_name,origin,destination,service_type,route_name_simple,type
611A,Besancon Viotte,Paris Montparnasse Hall 1 2,day,Besancon Viotte → Paris Montparnasse Hall 1 2,day
041F,Lyon Part Dieu,Toulon,day,Lyon Part Dieu → Toulon,day
041G,Lyon Part Dieu,Toulouse Matabiau,day,Lyon Part Dieu → Toulouse Matabiau,day
081G,Quimper,Chambery Challes Les Eaux,day,Quimper → Chambery Challes les Eaux,day
041F,Nice Ville,Valence Tgv Rhone Alpes Sud,day,Nice Ville → Valence Tgv Rhone Alpes Sud,day
081G,Brest,Saint Avre La Chambre,day,Brest → Saint Avre la Chambre,day
081G,Modane,Redon,day,Modane → Redon,day
621A,Aeroport Charles De Gaulle 2 Tgv,Grenoble,day,Aeroport Charles de Gaulle 2 Tgv → Grenoble,day
621A,Grenoble,Marne La Vallee Chessy,day,Grenoble → Marne la Vallee Chessy,day
621B,Paris Gare De Lyon Hall 1 2,Annecy,day,Paris de Lyon Hall 1 2 → Annecy,day
621B,Paris Gare De Lyon Hall 1 2,Aix Les Bains Le Revard,day,Paris de Lyon Hall 1 2 → Aix les Bains le Revard,day
621B,Aeroport Charles De Gaulle 2 Tgv,Annecy,day,Aeroport Charles de Gaulle 2 Tgv → Annecy,day
621B,Paris Gare De Lyon Hall 1 2,Chambery Challes Les Eaux,day,Paris de Lyon Hall 1 2 → Chambery Challes les Eaux,day
621B,Marne La Vallee Chessy,Annecy,day,Marne la Vallee Chessy → Annecy,day
081G,Modane,Saint Brieuc,day,Modane → Saint Brieuc,day
L27,Tulle,Saint Angel,day,Tulle → Saint Angel,day
L27,Ussel,Montaignac,day,Ussel → Montaignac,day
L27,Tulle,Meymac Bourg,day,Tulle → Meymac Bourg,day
L27,Tulle,Egletons,day,Tulle → Egletons,day
L27,Egletons,Meymac,day,Egletons → Meymac,day
R16,Bort Les Orgues,Ussel,day,Bort les Orgues → Ussel,day
261A,Valenciennes,Paris Gare Du Nord,day,Valenciennes → Paris du Nord,day
L44,Gironde,Langon,day,Gironde → Langon,day
261B,Tourcoing,Paris Gare Du Nord,day,Tourcoing → Paris du Nord,day
261B,Dunkerque,Paris Gare Du Nord,day,Dunkerque → Paris du Nord,day
P4,Foix,Portet Saint Simon,day,Foix → Portet Saint Simon,day
P4,Pamiers,Tarascon Sur Ariege Espace Francois Mitterrand,day,Pamiers → Tarascon Sur Ariege Espace Francois Mitterrand,day
P4,Ax Les Thermes,Latour De Carol Enveitg,day,Ax les Thermes → Latour de Carol Enveitg,day
P4,Toulouse Matabiau,Saint Jean De Verges,day,Toulouse Matabiau → Saint Jean de Verges,day
P2,Toulouse Matabiau,Albi Ville,day,Toulouse Matabiau → Albi Ville,day
K5,Toulouse Matabiau,Tarbes,day,Toulouse Matabiau → Tarbes,day
K5,Boussens,Tarbes,day,Boussens → Tarbes,day
261C,Paris Gare Du Nord,Hazebrouck,day,Paris du Nord → Hazebrouck,day
K6,Cholet,Nantes,day,Cholet → Nantes,day
P11,Saint Gilles Croix De Vie,Nantes,day,Saint Gilles Croix de Vie → Nantes,day
261E,Rang Du Fliers Verton Berck,Paris Gare Du Nord,day,Rang du Fliers Verton Berck → Paris du Nord,day
433F,Paris Montparnasse Hall 1 2,Brest,day,Paris Montparnasse Hall 1 2 → Brest,day
433F,Paris Montparnasse Hall 1 2,Saint Brieuc,day,Paris Montparnasse Hall 1 2 → Saint Brieuc,day
433H,Paris Montparnasse Hall 1 2,La Rochelle,day,Paris Montparnasse Hall 1 2 → la Rochelle,day
533B,Bordeaux Saint Jean,Tourcoing,day,Bordeaux Saint Jean → Tourcoing,day
533B,Tourcoing,Paris Montparnasse Hall 1 2,day,Tourcoing → Paris Montparnasse Hall 1 2,day
533A,Lille Flandres,Lyon Part Dieu,day,Lille Flandres → Lyon Part Dieu,day
081G,Nantes,Saint Gervais Les Bains Le Fayet,day,Nantes → Saint Gervais les Bains le Fayet,day
533A,Marseille Saint Charles,Tourcoing,day,Marseille Saint Charles → Tourcoing,day
533A,Aix En Provence Tgv,Lille Flandres,day,Aix En Provence Tgv → Lille Flandres,day
533A,Marne La Vallee Chessy,Lille Flandres,day,Marne la Vallee Chessy → Lille Flandres,day
633B,Marne La Vallee Chessy,Nice Ville,day,Marne la Vallee Chessy → Nice Ville,day
533A,Montpellier Sud De France,Lille Flandres,day,Montpellier Sud de France → Lille Flandres,day
533A,Tourcoing,Montpellier Sud De France,day,Tourcoing → Montpellier Sud de France,day
633C,Montpellier Sud De France,Aeroport Charles De Gaulle 2 Tgv,day,Montpellier Sud de France → Aeroport Charles de Gaulle 2 Tgv,day
633C,Paris Montparnasse Hall 1 2,Montpellier Sud De France,day,Paris Montparnasse Hall 1 2 → Montpellier Sud de France,day
633C,Lyon Perrache,Montpellier Sud De France,day,Lyon Perrache → Montpellier Sud de France,day
633G,Aeroport Charles De Gaulle 2 Tgv,Perpignan,day,Aeroport Charles de Gaulle 2 Tgv → Perpignan,day
533A,Aeroport Charles De Gaulle 2 Tgv,Toulon,day,Aeroport Charles de Gaulle 2 Tgv → Toulon,day
533A,Toulon,Marne La Vallee Chessy,day,Toulon → Marne la Vallee Chessy,day
081G,Modane,Rennes,day,Modane → Rennes,day
C38,Strasbourg,Berg Pfalz,day,Strasbourg → Berg Pfalz,day
C38,Woerth Rhein,Herrlisheim,day,Woerth Rhein → Herrlisheim,day
C38,Woerth Rhein,Roppenheim,day,Woerth Rhein → Roppenheim,day
F38,Woerth Rhein,Lauterbourg,day,Woerth Rhein → Lauterbourg,day
F37,Wissembourg,Knoringen Essingen,day,Wissembourg → Knoringen Essingen,day
F37,Winden Pfalz,Wissembourg,day,Winden Pfalz → Wissembourg,day
F37,Wissembourg,Edesheim Pfalz,day,Wissembourg → Edesheim Pfalz,day
F37,Wissembourg,Edenkoben,day,Wissembourg → Edenkoben,day
F37,Neustadt Weinstr Hbf,Steinfeld Pfalz,day,Neustadt Weinstr → Steinfeld Pfalz,day
F37,Wissembourg,Landau Pfalz Hbf,day,Wissembourg → Landau Pfalz,day
F37,Mainz Hbf,Schaidt Pfalz,day,Mainz → Schaidt Pfalz,day
F37,Wissembourg,Frankenthal Hbf,day,Wissembourg → Frankenthal,day
421F,Tours,Paris Montparnasse Hall 1 2,day,Tours → Paris Montparnasse Hall 1 2,day
C33,Strasbourg,Steinbourg,day,Strasbourg → Steinbourg,day
C33,Saverne,Vendenheim,day,Saverne → Vendenheim,day
C30+,Strasbourg,Sarrebourg,day,Strasbourg → Sarrebourg,day
C33,Strasbourg,Mommenheim,day,Strasbourg → Mommenheim,day
C25,Krimmeri Meinau,Strasbourg,day,Krimmeri Meinau → Strasbourg,day
C25,Krimmeri Meinau,Mulhouse,day,Krimmeri Meinau → Mulhouse,day
K32,Strasbourg,Metz,day,Strasbourg → Metz,day
C37+,Strasbourg,Wissembourg,day,Strasbourg → Wissembourg,day
C37,Wissembourg,Kurtzenhouse,day,Wissembourg → Kurtzenhouse,day
C38,Lauterbourg,La Wantzenau,day,Lauterbourg → la Wantzenau,day
C38,Roeschwoog,Bischheim,day,Roeschwoog → Bischheim,day
C38,Lauterbourg,Kilstett,day,Lauterbourg → Kilstett,day
C38,Strasbourg,Lauterbourg,day,Strasbourg → Lauterbourg,day
P34,Strasbourg,Sarreguemines,day,Strasbourg → Sarreguemines,day
P34,Strasbourg,Diemeringen,day,Strasbourg → Diemeringen,day
P34,Krimmeri Meinau,Kalhausen Gare,day,Krimmeri Meinau → Kalhausen,day
P15,Metzeral,Logelbach,day,Metzeral → Logelbach,day
P15,Colmar,Gunsbach Griesbach,day,Colmar → Gunsbach Griesbach,day
P15,Colmar,Breitenbach,day,Colmar → Breitenbach,day
P15,Colmar,Luttenbach Pres Munster,day,Colmar → Luttenbach Pres Munster,day
P15,Metzeral,Colmar Saint Joseph,day,Metzeral → Colmar Saint Joseph,day
P15,Metzeral,Ingersheim Cite Scolaire,day,Metzeral → Ingersheim Cite Scolaire,day
P15,Colmar,Munster Badischhof,day,Colmar → Munster Badischhof,day
P15,Colmar,Muhlbach Sur Munster,day,Colmar → Muhlbach Sur Munster,day
P15,Metzeral,Turckheim,day,Metzeral → Turckheim,day
P15,Munster,Colmar Saint Joseph,day,Munster → Colmar Saint Joseph,day
C33,Strasbourg,Ebersheim,day,Strasbourg → Ebersheim,day
C33,Selestat,Graffenstaden,day,Selestat → Graffenstaden,day
K200,Colmar,Strasbourg,day,Colmar → Strasbourg,day
C23,Barr,Duttlenheim,day,Barr → Duttlenheim,day
C23+,Strasbourg,Obernai,day,Strasbourg → Obernai,day
C23,Strasbourg,Rosheim,day,Strasbourg → Rosheim,day
C23,Selestat,Bischoffsheim,day,Selestat → Bischoffsheim,day
C23,Selestat,Rosheim,day,Selestat → Rosheim,day
C24+,Strasbourg,Wisches,day,Strasbourg → Wisches,day
C24,Rothau,Dachstein,day,Rothau → Dachstein,day
C24+,Rothau,Mutzig,day,Rothau → Mutzig,day
C24+,Saales,Urmatt,day,Saales → Urmatt,day
C24+,Saint Die Des Vosges,Wisches,day,Saint Die des Vosges → Wisches,day
C24+,Rothau,Entzheim Aeroport,day,Rothau → Entzheim Aeroport,day
C24+,Saint Die Des Vosges,Gresswiller,day,Saint Die des Vosges → Gresswiller,day
C24,Strasbourg,Gresswiller,day,Strasbourg → Gresswiller,day
C24+,Saint Die Des Vosges,Lutzelhouse,day,Saint Die des Vosges → Lutzelhouse,day
C24+,Epinal,Wisches,day,Epinal → Wisches,day
C24+,Saales,Gresswiller,day,Saales → Gresswiller,day
C24+,Strasbourg,Rothau,day,Strasbourg → Rothau,day
C24+,Saales,Mutzig,day,Saales → Mutzig,day
C24+,Epinal,Lutzelhouse,day,Epinal → Lutzelhouse,day
C24+,Strasbourg,Saint Blaise La Roche,day,Strasbourg → Saint Blaise la Roche,day
C24+,Epinal,Urmatt,day,Epinal → Urmatt,day
C24+,Saint Die Des Vosges,Entzheim Aeroport,day,Saint Die des Vosges → Entzheim Aeroport,day
C24+,Strasbourg,Saales,day,Strasbourg → Saales,day
C33,Sarrebourg,Mommenheim,day,Sarrebourg → Mommenheim,day
C33,Selestat,Stephansfeld,day,Selestat → Stephansfeld,day
C33,Mommenheim,Erstein,day,Mommenheim → Erstein,day
C20+,Mulhouse,Strasbourg,day,Mulhouse → Strasbourg,day
C20+,Mulhouse,Benfeld,day,Mulhouse → Benfeld,day
C20+,Strasbourg,Raedersheim,day,Strasbourg → Raedersheim,day
T3,Lutterbach Tram Train,Mulhouse Republique,day,Lutterbach Tram Train → Mulhouse Republique,day
T3,Mulhouse Gare Centrale,Mulhouse Musees,day,Mulhouse Centrale → Mulhouse Musees,day
T14,Thann Saint Jacques,Mulhouse Dornach Tram Train,day,Thann Saint Jacques → Mulhouse Dornach Tram Train,day
T14,Thann,Daguerre,day,Thann → Daguerre,day
P11,Freiburg Breisgau Hbf,Mulhouse,day,Freiburg Breisgau → Mulhouse,day
P14,Mulhouse,Thann Saint Jacques,day,Mulhouse → Thann Saint Jacques,day
P14,Wesserling,Vieux Thann,day,Wesserling → Vieux Thann,day
P14,Wesserling,Thann,day,Wesserling → Thann,day
P14,Thann,Kruth,day,Thann → Kruth,day
P14,Willer Sur Thur,Mulhouse,day,Willer Sur Thur → Mulhouse,day
P14,Mulhouse,Thann,day,Mulhouse → Thann,day
P14,Thann,Fellering,day,Thann → Fellering,day
P14,Wesserling,Cernay,day,Wesserling → Cernay,day
P14,Kruth,Vieux Thann Zone Industrielle,day,Kruth → Vieux Thann Zone Industrielle,day
P14,Mulhouse,Bitschwiller Les Thann,day,Mulhouse → Bitschwiller les Thann,day
P14,Mulhouse,Saint Amarin,day,Mulhouse → Saint Amarin,day
C36+,Niederbronn Les Bains,Strasbourg,day,Niederbronn les Bains → Strasbourg,day
C36,Strasbourg,Schweighouse Sur Moder,day,Strasbourg → Schweighouse Sur Moder,day
C36,Niederbronn Les Bains,Weyersheim,day,Niederbronn les Bains → Weyersheim,day
P47,Conflans Jarny,Nancy,day,Conflans Jarny → Nancy,day
P47,Nancy,Longuyon,day,Nancy → Longuyon,day
P58,Thionville,Longuyon,day,Thionville → Longuyon,day
P58,Longwy,Thionville,day,Longwy → Thionville,day
P57,Metz,Hatrize,day,Metz → Hatrize,day
C46+,Luneville,Frouard,day,Luneville → Frouard,day
C46,Bar Le Duc,Champigneulles,day,Bar le Duc → Champigneulles,day
C46+,Bar Le Duc,Dombasle Sur Meurthe,day,Bar le Duc → Dombasle Sur Meurthe,day
C46+,Revigny,Varangeville Saint Nicolas,day,Revigny → Varangeville Saint Nicolas,day
C46+,Epernay,Foug,day,Epernay → Foug,day
C46,Bar Le Duc,Frouard,day,Bar le Duc → Frouard,day
C46+,Reims,Frouard,day,Reims → Frouard,day
C46+,Reims,Pagny Sur Meuse,day,Reims → Pagny Sur Meuse,day
C46+,Nancy,Lerouville,day,Nancy → Lerouville,day
P55,Metz,Epernay,day,Metz → Epernay,day
C46+,Toul,Luneville,day,Toul → Luneville,day
C46+,Luneville,Champigneulles,day,Luneville → Champigneulles,day
C40,Epinal,Frouard,day,Epinal → Frouard,day
C40+,Epinal,Pont A Mousson,day,Epinal → Pont A Mousson,day
C40+,Metz,Igney,day,Metz → Igney,day
C40,Epinal,Champigneulles,day,Epinal → Champigneulles,day
C42,Nancy,Saint Michel Sur Meurthe,day,Nancy → Saint Michel Sur Meurthe,day
C42,Saint Die Des Vosges,Saint Clement Laronxe,day,Saint Die des Vosges → Saint Clement Laronxe,day
C42,Saint Die Des Vosges,Chenevieres,day,Saint Die des Vosges → Chenevieres,day
C42,Nancy,Azerailles,day,Nancy → Azerailles,day
P54,Metz,Sarrebourg,day,Metz → Sarrebourg,day
P54,Remilly,Metz,day,Remilly → Metz,day
C53,Sarreguemines,Metz,day,Sarreguemines → Metz,day
K31,Strasbourg,Nancy,day,Strasbourg → Nancy,day
K31,Strasbourg,Luneville,day,Strasbourg → Luneville,day
C40+,Luneville,Metz,day,Luneville → Metz,day
C46+,Nancy,Toul,day,Nancy → Toul,day
C46+,Nancy,Commercy,day,Nancy → Commercy,day
C46,Nancy,Nancois Tronville,day,Nancy → Nancois Tronville,day
C46+,Revigny,Nancy,day,Revigny → Nancy,day
C43+,Nancy,Eloyes,day,Nancy → Eloyes,day
K45,Toul,Dijon,day,Toul → Dijon,day
K6,Paris Est,Culmont Chalindrey,day,Paris Est → Culmont Chalindrey,day
C40,Nancy,Noveant Sur Moselle,day,Nancy → Noveant Sur Moselle,day
P60,Longwy,Charleville Mezieres,day,Longwy → Charleville Mezieres,day
P60,Longuyon,Charleville Mezieres,day,Longuyon → Charleville Mezieres,day
P60,Sedan,Charleville Mezieres,day,Sedan → Charleville Mezieres,day
P60,Thionville,Charleville Mezieres,day,Thionville → Charleville Mezieres,day
C73,Chateau Thierry,Reims,day,Chateau Thierry → Reims,day
P62,Givet,Charleville Mezieres,day,Givet → Charleville Mezieres,day
INCONNU,Charleville Mezieres,Fumay,day,Charleville Mezieres → Fumay,day
P62,Givet,Deville,day,Givet → Deville,day
K1,Paris Est,Chateau Thierry,day,Paris Est → Chateau Thierry,day
K1,Paris Est,Saint Dizier,day,Paris Est → Saint Dizier,day
K1,Strasbourg,Chalons En Champagne,day,Strasbourg → Chalons En Champagne,day
K1,Bar Le Duc,Strasbourg,day,Bar le Duc → Strasbourg,day
K4,Troyes,Culmont Chalindrey,day,Troyes → Culmont Chalindrey,day
K4,Belfort Ville,Romilly Sur Seine,day,Belfort Ville → Romilly Sur Seine,day
K4,Vesoul,Paris Est,day,Vesoul → Paris Est,day
K4,Mulhouse,Vendeuvre,day,Mulhouse → Vendeuvre,day
K4,Belfort Ville,Troyes,day,Belfort Ville → Troyes,day
K5,Culmont Chalindrey,Dijon,day,Culmont Chalindrey → Dijon,day
K5,Troyes,Dijon,day,Troyes → Dijon,day
K5,Paris Est,Is Sur Tille,day,Paris Est → Is Sur Tille,day
K5,Dijon,Romilly Sur Seine,day,Dijon → Romilly Sur Seine,day
C71,Chalons En Champagne,Reims,day,Chalons En Champagne → Reims,day
C71,Saint Dizier,Reims,day,Saint Dizier → Reims,day
C70,Reims,Champagne Ardenne Tgv,day,Reims → Champagne Ardenne Tgv,day
C70+,Charleville Mezieres,Champagne Ardenne Tgv,day,Charleville Mezieres → Champagne Ardenne Tgv,day
C70+,Reims,Sedan,day,Reims → Sedan,day
C70+,Reims,Vrigne Meuse,day,Reims → Vrigne Meuse,day
C70+,Sedan,Franchet D Esperey,day,Sedan → Franchet D Esperey,day
C70+,Sedan,Rethel,day,Sedan → Rethel,day
C70+,Champagne Ardenne Tgv,Nouvion Sur Meuse,day,Champagne Ardenne Tgv → Nouvion Sur Meuse,day
C70+,Champagne Ardenne Tgv,Mohon,day,Champagne Ardenne Tgv → Mohon,day
C70+,Champagne Ardenne Tgv,Sedan,day,Champagne Ardenne Tgv → Sedan,day
C70+,Sedan,Bazancourt,day,Sedan → Bazancourt,day
K72,Dijon,Chalons En Champagne,day,Dijon → Chalons En Champagne,day
C72,Culmont Chalindrey,Sept Saulx,day,Culmont Chalindrey → Sept Saulx,day
C72+,Reims,Culmont Chalindrey,day,Reims → Culmont Chalindrey,day
C72+,Reims,Vignory,day,Reims → Vignory,day
C72+,Chaumont,Reims,day,Chaumont → Reims,day
C72+,Chaumont,Prunay,day,Chaumont → Prunay,day
C72+,Reims,Froncles,day,Reims → Froncles,day
C72,Reims,Joinville,day,Reims → Joinville,day
C73,Reims,Epernay,day,Reims → Epernay,day
C60,Valenciennes,Lille Flandres,day,Valenciennes → Lille Flandres,day
C60,Valenciennes,Mont De Terre,day,Valenciennes → Mont de Terre,day
C60,Lille Flandres,Saint Amand Les Eaux,day,Lille Flandres → Saint Amand les Eaux,day
P63,Cambrai,Valenciennes,day,Cambrai → Valenciennes,day
P60,Jeumont,Valenciennes,day,Jeumont → Valenciennes,day
P60,Jeumont,Aulnoye Aymeries,day,Jeumont → Aulnoye Aymeries,day
P60,Jeumont,Le Quesnoy,day,Jeumont → le Quesnoy,day
P60,Valenciennes,Les Bons Peres,day,Valenciennes → les Bons Peres,day
P61,Hirson,Leval,day,Hirson → Leval,day
P61,Aulnoye Aymeries,Hirson Ecoles,day,Aulnoye Aymeries → Hirson Ecoles,day
P62,Maubeuge,Busigny,day,Maubeuge → Busigny,day
P62,Busigny,Aulnoye Aymeries,day,Busigny → Aulnoye Aymeries,day
P62,Aulnoye Aymeries,Tergnier,day,Aulnoye Aymeries → Tergnier,day
K60,Maubeuge,Lille Flandres,day,Maubeuge → Lille Flandres,day
K60,Jeumont,Lille Flandres,day,Jeumont → Lille Flandres,day
K60,Lille Flandres,Aulnoye Aymeries,day,Lille Flandres → Aulnoye Aymeries,day
K60,Jeumont,Rosult,day,Jeumont → Rosult,day
K60,Lille Flandres,Le Poirier Universite,day,Lille Flandres → le Poirier Universite,day
K60,Jeumont,Lesquin,day,Jeumont → Lesquin,day
K61,Hirson,Saint Amand Les Eaux,day,Hirson → Saint Amand les Eaux,day
K61,Hirson,Lille Flandres,day,Hirson → Lille Flandres,day
K61,Lille Flandres,Fourmies,day,Lille Flandres → Fourmies,day
K61,Charleville Mezieres,Valenciennes,day,Charleville Mezieres → Valenciennes,day
K61,Charleville Mezieres,Saint Amand Les Eaux,day,Charleville Mezieres → Saint Amand les Eaux,day
K61,Lille Flandres,Sains Du Nord,day,Lille Flandres → Sains du Nord,day
C51,Lens,Santes,day,Lens → Santes,day
C51,Lille Flandres,Bauvin Provin,day,Lille Flandres → Bauvin Provin,day
P53,Etaples Le Touquet,Aubigny En Artois,day,Etaples le Touquet → Aubigny En Artois,day
P53,Saint Pol Sur Ternoise,Etaples Le Touquet,day,Saint Pol Sur Ternoise → Etaples le Touquet,day
P53,Etaples Le Touquet,Anvin,day,Etaples le Touquet → Anvin,day
P53,Saint Pol Sur Ternoise,Montreuil Sur Mer,day,Saint Pol Sur Ternoise → Montreuil Sur Mer,day
P53,Arras,Hesdin,day,Arras → Hesdin,day
P53,Arras,Auchy Les Hesdin,day,Arras → Auchy les Hesdin,day
K50,Lille Flandres,Bethune,day,Lille Flandres → Bethune,day
C50,Bethune,Haubourdin,day,Bethune → Haubourdin,day
C50,Lille Flandres,Salome,day,Lille Flandres → Salome,day
P73,Calais Ville,Dannes Camiers,day,Calais Ville → Dannes Camiers,day
P73,Calais Ville,Boulogne Sur Mer,day,Calais Ville → Boulogne Sur Mer,day
P73,Rang Du Fliers Verton Berck,Calais Frethun,day,Rang du Fliers Verton Berck → Calais Frethun,day
P73,Rang Du Fliers Verton Berck,Marquise Rinxent,day,Rang du Fliers Verton Berck → Marquise Rinxent,day
P73,Etaples Le Touquet,Les Fontinettes,day,Etaples le Touquet → les Fontinettes,day
K50,Saint Pol Sur Ternoise,Lille Flandres,day,Saint Pol Sur Ternoise → Lille Flandres,day
P51,Saint Pol Sur Ternoise,Lens,day,Saint Pol Sur Ternoise → Lens,day
C50,Saint Pol Sur Ternoise,Marquillies,day,Saint Pol Sur Ternoise → Marquillies,day
C50,Bethune,Loos Lez Lille,day,Bethune → Loos Lez Lille,day
C50,Saint Pol Sur Ternoise,Don Sainghin,day,Saint Pol Sur Ternoise → Don Sainghin,day
P51,Bethune,Beaurainville,day,Bethune → Beaurainville,day
P51,Bethune,Aubin Saint Vaast,day,Bethune → Aubin Saint Vaast,day
K44,Lille Flandres,Amiens,day,Lille Flandres → Amiens,day
P41,Douai,Cambrai,day,Douai → Cambrai,day
P43,Valenciennes,Douai,day,Valenciennes → Douai,day
P42,Douai,Lens,day,Douai → Lens,day
K40,Cambrai,Saint Quentin,day,Cambrai → Saint Quentin,day
K40,Lille Flandres,Saint Quentin,day,Lille Flandres → Saint Quentin,day
K40,Lille Flandres,Cambrai,day,Lille Flandres → Cambrai,day
K40,Saint Quentin,Douai,day,Saint Quentin → Douai,day
P40,Douai,Caudry,day,Douai → Caudry,day
K44,Arras,Amiens,day,Arras → Amiens,day
K44,Douai,Amiens,day,Douai → Amiens,day
P80,Lille Flandres,Tourcoing,day,Lille Flandres → Tourcoing,day
C70,Hazebrouck,Lille Flandres,day,Hazebrouck → Lille Flandres,day
K94+,Boulogne Sur Mer,Lille Europe,day,Boulogne Sur Mer → Lille Europe,day
K92+,Arras,Calais Frethun,day,Arras → Calais Frethun,day
K94+,Rang Du Fliers Verton Berck,Lille Europe,day,Rang du Fliers Verton Berck → Lille Europe,day
K92+,Calais Frethun,Lille Europe,day,Calais Frethun → Lille Europe,day
K90+,Dunkerque,Lille Europe,day,Dunkerque → Lille Europe,day
K90+,Dunkerque,Amiens,day,Dunkerque → Amiens,day
K90+,Amiens,Lille Europe,day,Amiens → Lille Europe,day
K71,Saint Omer,Lille Flandres,day,Saint Omer → Lille Flandres,day
K71,Calais Ville,Lille Flandres,day,Calais Ville → Lille Flandres,day
K70,Dunkerque,Nieppe,day,Dunkerque → Nieppe,day
K70,Lille Flandres,Arneke,day,Lille Flandres → Arneke,day
K52,Hazebrouck,Arras,day,Hazebrouck → Arras,day
K52,Arras,Cassel,day,Arras → Cassel,day
K52,Dunkerque,Bethune,day,Dunkerque → Bethune,day
K52,Arras,Arneke,day,Arras → Arneke,day
K52,Dunkerque,Lens,day,Dunkerque → Lens,day
K52,Bethune,Arras,day,Bethune → Arras,day
