route_name,origin,destination,service_type,route_name_simple,origin_country,destination_country,distance_km
EXT,davos platz,davos dorf,day,Davos Platz → Davos Dorf,CH,CH,2.53
R,davos platz,davos glaris,day,Davos Platz → Davos Glaris,CH,CH,6.05
L51,dax,hendaye,day,Dax → Hendaye,FR,FR,71.73
L52,dax,lourdes,day,Dax → Lourdes,FR,FR,106.7
L52,dax,pau,day,Dax → Pau,FR,FR,72.71
P12,decize,cosne sur loire,day,Decize → Cosne Sur Loire,FR,FR,75.84
TER,decize,cosne sur loire,day,Decize → Cosne Sur Loire,CH,CH,75.94
P26,decize,moulins sur allier,day,Decize → Moulins Sur Allier,FR,FR,32.21
TER,decize,moulins sur allier,day,Decize → Moulins Sur Allier,CH,CH,32.23
P26,decize,nevers,day,Decize → Nevers,FR,FR,29.26
IC51,delemont,basel sbb,day,Delemont → Basel Sbb,CH,CH,27.37
R,delemont,bonfol,day,Delemont → Bonfol,CH,CH,19.28
IC51,delemont,lausanne,day,Delemont → Lausanne,CH,CH,108.76
TER,delle,belfort,day,Delle → Belfort,CH,CH,18.42
RE,delle,biel bienne,day,Delle → Biel Bienne,CH,CH,45.02
R,delle,delemont,day,Delle → Delemont,CH,CH,30.15
RB,dettenhausen,boblingen,day,Dettenhausen → Boblingen,CH,CH,11.15
TER,die,romans bourg de peage,day,Die → Romans Bourg de Peage,CH,CH,40.51
P53,diebling maison forestiere,sarreguemines college jean jaures,day,Diebling Maison Forestiere → Sarreguemines College Jean Jaures,FR,FR,8.46
P34,diemeringen,sarreguemines,day,Diemeringen → Sarreguemines,FR,FR,20.41
R,dieni,disentis muster,day,Dieni → Disentis Muster,CH,CH,9.42
S17,dietikon,wohlen ag,day,Dietikon → Wohlen Ag,CH,CH,12.01
P72,digoin,chauffailles gambetta,day,Digoin → Chauffailles Gambetta,FR,FR,40.92
P5,dijon,auxerre saint gervais,day,Dijon → Auxerre Saint Gervais,FR,FR,120.37
TER,dijon,auxerre saint gervais,day,Dijon → Auxerre Saint Gervais,CH,CH,120.31
P7,dijon,bourg en bresse,day,Dijon → Bourg En Bresse,FR,FR,125.72
K6,dijon,cercy la tour,day,Dijon → Cercy la Tour,FR,FR,116.74
C15,dijon,chagny,day,Dijon → Chagny,FR,FR,50.8
K5,dijon,culmont chalindrey,day,Dijon → Culmont Chalindrey,FR,FR,62.48
TER,dijon,culmont chalindrey,day,Dijon → Culmont Chalindrey,CH,CH,62.55
K6,dijon,decize,day,Dijon → Decize,FR,FR,129.9
K6,dijon,etang sur arroux,day,Dijon → Etang Sur Arroux,FR,FR,81.49
TER,dijon,etang sur arroux,day,Dijon → Etang Sur Arroux,CH,CH,81.38
TER,dijon,is sur tille,day,Dijon → Is Sur Tille,CH,CH,23.35
TER,dijon,laroche migennes,day,Dijon → Laroche Migennes,CH,CH,134.08
TER,dijon,les laumes alesia,day,Dijon → les Laumes Alesia,CH,CH,48.96
K7,dijon,lyon perrache,day,Dijon → Lyon Perrache,FR,FR,175.8
K45,dijon,nancy,day,Dijon → Nancy,FR,FR,174.27
K6,dijon,nevers,day,Dijon → Nevers,FR,FR,146.73
TER,dijon,nevers,day,Dijon → Nevers,CH,CH,146.66
TER,dijon,paris bercy,day,Dijon → Paris Bercy,CH,CH,258.78
K7,dijon,paris bercy bourg pays d auv,day,Dijon → Paris Bercy Bourg Pays D Auv,FR,FR,258.82
TGV,dijon,paris gare de lyon,day,Dijon → Paris de Lyon,CH,CH,259.68
P18,dijon,pontarlier,day,Dijon → Pontarlier,FR,FR,110.8
K72,dijon,reims,day,Dijon → Reims,FR,FR,227.73
TER,dijon,reims,day,Dijon → Reims,CH,CH,227.71
TER,dijon,saint amour,day,Dijon → Saint Amour,CH,CH,101.6
P7,dijon,seurre,day,Dijon → Seurre,FR,FR,37.55
TER,dijon,seurre,day,Dijon → Seurre,CH,CH,37.52
P31,dinan,dol de bretagne,day,Dinan → Dol de Bretagne,FR,FR,24.35
PE,disentis muster,brig bahnhofplatz,day,Disentis Muster → Brig Bahnhofplatz,CH,CH,79.14
PE,disentis muster,chur,day,Disentis Muster → Chur,CH,CH,53.88
RE,disentis muster,ilanz,day,Disentis Muster → Ilanz,CH,CH,27.97
RE,disentis muster,reichenau tamins,day,Disentis Muster → Reichenau Tamins,CH,CH,44.5
PE,disentis muster,st moritz,day,Disentis Muster → St Moritz,CH,CH,79.11
PE,disentis muster,zermatt,day,Disentis Muster → Zermatt,CH,CH,113.82
TER,dole,mouchard,day,Dole → Mouchard,CH,CH,27.08
P18,dole,pontarlier,day,Dole → Pontarlier,FR,FR,69.12
TER,dole,pontarlier,day,Dole → Pontarlier,CH,CH,69.13
P8,dole,saint claude,day,Dole → Saint Claude,FR,FR,83.49
TER,dole,saint claude,day,Dole → Saint Claude,CH,CH,83.59
EC,domodossola i,basel sbb,day,Domodossola I → Basel Sbb,CH,CH,168.07
EC,domodossola i,brig,day,Domodossola I → Brig,CH,CH,32.82
EC,domodossola i,geneve,day,Domodossola I → Geneve,CH,CH,166.2
EC,domodossola i,lausanne,day,Domodossola I → Lausanne,CH,CH,135.59
PE,domodossola i,locarno fart,day,Domodossola I → Locarno Fart,CH,CH,39.53
RE,domodossola i,spiez,day,Domodossola I → Spiez,CH,CH,79.15
RE,domodossola i,visp,day,Domodossola I → Visp,CH,CH,37.6
P88,dompierre halte routiere,pontarlier,day,Dompierre Halte → Pontarlier,FR,FR,13.11
DEDTM -> FRPNO,dortmund hbf,paris nord,day,Dortmund → Paris Nord,DE,FR,466.67
P816,dossenheim sur zinsel pressoir,haguenau arret ritmo moulin neuf,day,Dossenheim Sur Zinsel Pressoir → Haguenau Arret Ritmo Moulin Neuf,FR,FR,27.71
K44,douai,amiens,day,Douai → Amiens,FR,FR,77.24
K44,douai,arras,day,Douai → Arras,FR,FR,23.85
P41,douai,cambrai,day,Douai → Cambrai,FR,FR,24.21
P42,douai,lens,day,Douai → Lens,FR,FR,19.54
K44,douai,lille flandres,day,Douai → Lille Flandres,FR,FR,29.49
P1,drap cantaron,nice ville,day,Drap Cantaron → Nice Ville,FR,FR,7.58
K4,dreux,granville,day,Dreux → Granville,FR,FR,217.01
S9,dubendorf,zurich hb,day,Dubendorf → Zurich Hb,CH,CH,6.72
S1,dudingen,bern,day,Dudingen → Bern,CH,CH,21.84
K90+,dunkerque,amiens,day,Dunkerque → Amiens,FR,FR,126.82
P72,dunkerque,calais ville,day,Dunkerque → Calais Ville,FR,FR,37.26
K90+,dunkerque,lille europe,day,Dunkerque → Lille Europe,FR,FR,65.98
261B,dunkerque,paris gare du nord,day,Dunkerque → Paris du Nord,FR,FR,239.1
RE,dusslingen,sigmaringen,day,Dusslingen → Sigmaringen,CH,CH,42.4
IR75,ebikon,konstanz,day,Ebikon → Konstanz,CH,CH,89.63
S1,ebikon,rotkreuz,day,Ebikon → Rotkreuz,CH,CH,9.24
S1,ebikon,zug,day,Ebikon → Zug,CH,CH,16.42
IR70,ebikon,zurich hb,day,Ebikon → Zurich Hb,CH,CH,35.93
R,echallens,bercher,day,Echallens → Bercher,CH,CH,8.04
R,echallens,lausanne flon,day,Echallens → Lausanne Flon,CH,CH,13.2
R,eclepens,bex,day,Eclepens → Bex,CH,CH,56.7
P10,ecole valentin,besancon viotte,day,Ecole Valentin → Besancon Viotte,FR,FR,3.7
m1,ecublens vd unil sorge,lausanne flon,day,Ecublens Vd Unil Sorge → Lausanne Flon,CH,CH,4.37
S19,effretikon,dietikon,day,Effretikon → Dietikon,CH,CH,21.31
SN,effretikon,lachen sz,day,Effretikon → Lachen Sz,CH,CH,29.05
S8,effretikon,rapperswil sg,day,Effretikon → Rapperswil Sg,CH,CH,24.4
S24,effretikon,thalwil,day,Effretikon → Thalwil,CH,CH,17.11
S3,effretikon,wetzikon zh,day,Effretikon → Wetzikon Zh,CH,CH,14.38
S8,effretikon,ziegelbrucke,day,Effretikon → Ziegelbrucke,CH,CH,42.79
S19,effretikon,zurich hb,day,Effretikon → Zurich Hb,CH,CH,12.23
RE,efringen kirchen,emmendingen,day,Efringen Kirchen → Emmendingen,CH,CH,55.74
RB,efringen kirchen,freiburg breisgau hbf,day,Efringen Kirchen → Freiburg Breisgau,CH,CH,43.3
RE,efringen kirchen,herbolzheim breisgau,day,Efringen Kirchen → Herbolzheim Breisgau,CH,CH,64.98
L27,egletons,meymac,day,Egletons → Meymac,FR,FR,16.16
S9,eglisau,zurich hb,day,Eglisau → Zurich Hb,CH,CH,21.67
RB,ehingen donau,herrlingen,day,Ehingen Donau → Herrlingen,CH,CH,19.49
RB,ehingen donau,ulm hbf,day,Ehingen Donau → Ulm,CH,CH,22.9
CC,eigergletscher,jungfraujoch,day,Eigergletscher → Jungfraujoch,CH,CH,3.1
CC,eigergletscher,kleine scheidegg,day,Eigergletscher → Kleine Scheidegg,CH,CH,1.54
S40,einsiedeln,pfaffikon sz,day,Einsiedeln → Pfaffikon Sz,CH,CH,8.66
S40,einsiedeln,rapperswil sg,day,Einsiedeln → Rapperswil Sg,CH,CH,12.02
S13,einsiedeln,wadenswil,day,Einsiedeln → Wadenswil,CH,CH,12.36
S35,elgg,wil sg,day,Elgg → Wil Sg,CH,CH,13.94
S9,emmenbrucke,beinwil am see,day,Emmenbrucke → Beinwil Am See,CH,CH,22.69
S1,emmenbrucke,zug,day,Emmenbrucke → Zug,CH,CH,21.0
RE,emmendingen,karlsruhe hbf,day,Emmendingen → Karlsruhe,CH,CH,105.42
RB,emmendingen,mullheim im markgraflerland,day,Emmendingen → Mullheim Im Markgraflerland,CH,CH,39.08
RB,emmendingen,neuenburg baden,day,Emmendingen → Neuenburg Baden,CH,CH,40.28
RE,emmendingen,offenburg,day,Emmendingen → Offenburg,CH,CH,40.37
IR,engelberg,stans,day,Engelberg → Stans,CH,CH,15.68
RE,entlebuch,wolhusen,day,Entlebuch → Wolhusen,CH,CH,7.0
m2,epalinges croisettes,lausanne gare,day,Epalinges Croisettes → Lausanne,CH,CH,3.74
K2,epernay,chalons en champagne,day,Epernay → Chalons En Champagne,FR,FR,30.12
C46+,epernay,luneville,day,Epernay → Luneville,FR,FR,192.62
TER,epernay,luneville,day,Epernay → Luneville,CH,CH,192.62
TER,epernay,reims,day,Epernay → Reims,CH,CH,24.1
P31,epierre saint leger,chambery challes les eaux,day,Epierre Saint Leger → Chambery Challes les Eaux,FR,FR,31.72
C24+,epinal,bruyeres,day,Epinal → Bruyeres,FR,FR,20.76
C24+,epinal,laveline devant bruyeres maison pour tous,day,Epinal → Laveline Devant Bruyeres Maison Pour Tous,FR,FR,23.01
C40,epinal,metz,day,Epinal → Metz,FR,FR,105.38
TER,epinal,metz ville,day,Epinal → Metz Ville,CH,CH,105.36
C24+,epinal,molsheim,day,Epinal → Molsheim,FR,FR,87.81
TER,epinal,nancy,day,Epinal → Nancy,CH,CH,60.23
C43+,epinal,remiremont,day,Epinal → Remiremont,FR,FR,21.43
TER,epinal,remiremont,day,Epinal → Remiremont,CH,CH,21.45
C24+,epinal,saales,day,Epinal → Saales,FR,FR,52.94
C24+,epinal,saint die des vosges,day,Epinal → Saint Die des Vosges,FR,FR,39.28
IR46,erstfeld,airolo,day,Erstfeld → Airolo,CH,CH,32.72
S2,erstfeld,baar lindenpark,day,Erstfeld → Baar Lindenpark,CH,CH,41.59
IR26,erstfeld,basel sbb,day,Erstfeld → Basel Sbb,CH,CH,113.86
IR26,erstfeld,cadenazzo,day,Erstfeld → Cadenazzo,CH,CH,77.52
IR26,erstfeld,locarno,day,Erstfeld → Locarno,CH,CH,72.97
IR26,erstfeld,olten,day,Erstfeld → Olten,CH,CH,81.59
IR46,erstfeld,zurich hb,day,Erstfeld → Zurich Hb,CH,CH,62.59
RB,erzingen baden,basel bad bf,day,Erzingen Baden → Basel,CH,CH,62.55
RE,erzingen baden,friedrichshafen hafen,day,Erzingen Baden → Friedrichshafen Hafen,CH,CH,78.85
S64,erzingen baden,schaffhausen,day,Erzingen Baden → Schaffhausen,CH,CH,15.77
TER,etang sur arroux,montchanin,day,Etang Sur Arroux → Montchanin,CH,CH,25.66
K6,etang sur arroux,nevers,day,Etang Sur Arroux → Nevers,FR,FR,79.57
TER,etang sur arroux,nevers,day,Etang Sur Arroux → Nevers,CH,CH,79.63
P53,etaples le touquet,arras,day,Etaples le Touquet → Arras,FR,FR,84.65
K71,etaples le touquet,lille flandres,day,Etaples le Touquet → Lille Flandres,FR,FR,101.66
C33,evian les bains,bellegarde,day,Evian les Bains → Bellegarde,FR,FR,66.26
E13,evian les bains,chambery challes les eaux,day,Evian les Bains → Chambery Challes les Eaux,FR,FR,105.03
E02,evian les bains,grenoble,day,Evian les Bains → Grenoble,FR,FR,149.79
TGV,evian les bains,paris gare de lyon,day,Evian les Bains → Paris de Lyon,CH,CH,416.18
C13,evreux normandie,lisieux,day,Evreux Normandie → Lisieux,FR,FR,68.21
L26,eymoutiers vassiviere,ussel,day,Eymoutiers Vassiviere → Ussel,FR,FR,48.95
P9,faubourg d orleans,romorantin blanc argent,day,Faubourg D Orleans → Romorantin Blanc Argent,FR,FR,1.26
P9,faubourg d orleans,valencay,day,Faubourg D Orleans → Valencay,FR,FR,26.48
P14,fecamp,le havre,day,Fecamp → le Havre,FR,FR,34.71
RJX,feldkirch,sargans,day,Feldkirch → Sargans,CH,CH,24.86
S2,feldkirch,schaan vaduz,day,Feldkirch → Schaan Vaduz,CH,CH,10.87
NJ,feldkirch,zurich hb,day,Feldkirch → Zurich Hb,CH,CH,81.65
P835,fenetrange gendarmerie,sarrebourg route de phalsbourg,day,Fenetrange Gendarmerie → Sarrebourg Route de Phalsbourg,FR,FR,12.22
S1,feuerthalen,kreuzlingen,day,Feuerthalen → Kreuzlingen,CH,CH,39.41
S1,feuerthalen,wil sg,day,Feuerthalen → Wil Sg,CH,CH,39.12
C30,feurs,st etienne chatcrx g routiere,day,Feurs → St Etienne Chatcrx G,FR,FR,36.06
R,fiesch,brig bahnhofplatz,day,Fiesch → Brig Bahnhofplatz,CH,CH,14.93
R,fiesch,visp,day,Fiesch → Visp,CH,CH,23.07
R,fiesch,zermatt,day,Fiesch → Zermatt,CH,CH,51.87
P27,figeac,clermont ferrand,day,Figeac → Clermont Ferrand,FR,FR,154.99
TER,figeac,clermont ferrand,day,Figeac → Clermont Ferrand,CH,CH,154.99
P27,figeac,toulouse matabiau,day,Figeac → Toulouse Matabiau,FR,FR,119.78
R,filisur,alvaneu,day,Filisur → Alvaneu,CH,CH,2.41
IR38,filisur,chur,day,Filisur → Chur,CH,CH,22.98
R,filisur,davos platz,day,Filisur → Davos Platz,CH,CH,16.73
R,finhaut,vernayaz mc,day,Finhaut → Vernayaz Mc,CH,CH,7.51
P28,firminy,saint etienne chateaucreux,day,Firminy → Saint Etienne Chateaucreux,FR,FR,10.55
TER,firminy,saint etienne chateaucreux,day,Firminy → Saint Etienne Chateaucreux,CH,CH,10.52
P75,fismes,reims,day,Fismes → Reims,FR,FR,25.43
TER,fismes,reims,day,Fismes → Reims,CH,CH,25.46
S1,flamatt,bern,day,Flamatt → Bern,CH,CH,11.29
S2,flamatt,laupen be,day,Flamatt → Laupen Be,CH,CH,6.06
R,fleurier,buttes,day,Fleurier → Buttes,CH,CH,2.81
C4,foix,auterive,day,Foix → Auterive,FR,FR,43.64
C4,foix,ax les thermes,day,Foix → Ax les Thermes,FR,FR,32.89
P4,foix,toulouse matabiau,day,Foix → Toulouse Matabiau,FR,FR,72.4
C52,forbach,metz,day,Forbach → Metz,FR,FR,53.42
TER,forbach,metz ville,day,Forbach → Metz Ville,CH,CH,53.3
671A,francfort sur le main,lyon part dieu,day,Francfort Sur le Main → Lyon Part Dieu,FR,FR,560.07
651A,francfort sur le main,paris est,day,Francfort Sur le Main → Paris Est,FR,FR,475.26
EC,frankfurt main hbf,zurich hb,day,Frankfurt Main → Zurich Hb,CH,CH,303.53
C1,franois,saint vit,day,Franois → Saint Vit,FR,FR,10.85
P78,frasne,jougne,day,Frasne → Jougne,FR,FR,20.67
TER,frasne,labergement sainte marie,day,Frasne → Labergement Sainte Marie,CH,CH,12.99
TGV,frasne,lausanne,day,Frasne → Lausanne,CH,CH,52.24
P88,frasne,pontarlier,day,Frasne → Pontarlier,FR,FR,15.63
P18,frasne,travers,day,Frasne → Travers,FR,FR,40.53
P78,frasne,vallorbe,day,Frasne → Vallorbe,FR,FR,22.87
TER,frasne,vallorbe,day,Frasne → Vallorbe,CH,CH,22.88
RE,fraubrunnen,bern,day,Fraubrunnen → Bern,CH,CH,16.56
S30,frauenfeld,weinfelden,day,Frauenfeld → Weinfelden,CH,CH,15.77
S30,frauenfeld,winterthur,day,Frauenfeld → Winterthur,CH,CH,14.48
RB,freiburg breisgau hbf,basel bad bf,day,Freiburg Breisgau → Basel,CH,CH,50.96
ICE,freiburg breisgau hbf,basel sbb,day,Freiburg Breisgau → Basel Sbb,CH,CH,53.48
RE,freiburg breisgau hbf,emmendingen,day,Freiburg Breisgau → Emmendingen,CH,CH,13.55
RE,freiburg breisgau hbf,herbolzheim breisgau,day,Freiburg Breisgau → Herbolzheim Breisgau,CH,CH,25.73
RE,freiburg breisgau hbf,karlsruhe hbf,day,Freiburg Breisgau → Karlsruhe,CH,CH,118.19
P11,freiburg breisgau hbf,mulhouse,day,Freiburg Breisgau → Mulhouse,FR,FR,46.77
EXT,freienbach sob,einsiedeln,day,Freienbach Sob → Einsiedeln,CH,CH,8.48
S3,frenkendorf fullinsdorf,basel sbb,day,Frenkendorf Fullinsdorf → Basel Sbb,CH,CH,10.99
RE,fribourg freiburg,broc chocolaterie,day,Fribourg Freiburg → Broc Chocolaterie,CH,CH,22.22
RE,fribourg freiburg,bulle,day,Fribourg Freiburg → Bulle,CH,CH,21.77
S1,fribourg freiburg,gumligen,day,Fribourg Freiburg → Gumligen,CH,CH,30.64
IR15,fribourg freiburg,luzern,day,Fribourg Freiburg → Luzern,CH,CH,92.21
S21,fribourg freiburg,munchenwiler courgevaux,day,Fribourg Freiburg → Munchenwiler Courgevaux,CH,CH,12.27
S1,fribourg freiburg,munsingen,day,Fribourg Freiburg → Munsingen,CH,CH,32.03
S21,fribourg freiburg,neuchatel,day,Fribourg Freiburg → Neuchatel,CH,CH,27.04
S40,fribourg freiburg,romont fr,day,Fribourg Freiburg → Romont Fr,CH,CH,21.93
S1,fribourg freiburg,schmitten fr,day,Fribourg Freiburg → Schmitten Fr,CH,CH,10.27
IC1,fribourg freiburg,st gallen,day,Fribourg Freiburg → St Gallen,CH,CH,181.5
S21,fribourg freiburg,sugiez,day,Fribourg Freiburg → Sugiez,CH,CH,18.06
S30,fribourg freiburg,yverdon les bains,day,Fribourg Freiburg → Yverdon les Bains,CH,CH,38.91
IC1,fribourg freiburg,zurich hb,day,Fribourg Freiburg → Zurich Hb,CH,CH,123.08
S1,frick,rheinfelden,day,Frick → Rheinfelden,CH,CH,17.29
RB,fridingen b tuttlingen,sigmaringen,day,Fridingen B Tuttlingen → Sigmaringen,CH,CH,22.11
RB,friedrichshafen hafen,friedrichshafen stadt,day,Friedrichshafen Hafen → Friedrichshafen Stadt,CH,CH,0.7
RE,friedrichshafen stadt,aulendorf,day,Friedrichshafen Stadt → Aulendorf,CH,CH,35.68
RE,friedrichshafen stadt,erbach wurtt,day,Friedrichshafen Stadt → Erbach Wurtt,CH,CH,81.1
RE,friedrichshafen stadt,erzingen baden,day,Friedrichshafen Stadt → Erzingen Baden,CH,CH,78.18
RE,friedrichshafen stadt,kressbronn,day,Friedrichshafen Stadt → Kressbronn,CH,CH,11.43
RE,friedrichshafen stadt,lindau reutin,day,Friedrichshafen Stadt → Lindau Reutin,CH,CH,20.53
RE,friedrichshafen stadt,rheinfelden baden,day,Friedrichshafen Stadt → Rheinfelden Baden,CH,CH,127.13
RB,friedrichshafen stadt,salem,day,Friedrichshafen Stadt → Salem,CH,CH,17.6
RE,friedrichshafen stadt,singen hohentwiel,day,Friedrichshafen Stadt → Singen Hohentwiel,CH,CH,48.77
RE,friedrichshafen stadt,ulm hbf,day,Friedrichshafen Stadt → Ulm,CH,CH,91.19
S24,gais,altstatten stadt,day,Gais → Altstatten Stadt,CH,CH,6.74
S21,gais,trogen,day,Gais → Trogen,CH,CH,5.21
S30,gallarate,cadenazzo,day,Gallarate → Cadenazzo,CH,CH,55.91
TER,gannat,clermont ferrand,day,Gannat → Clermont Ferrand,CH,CH,36.3
P22,gannat,riom chatel guyon,day,Gannat → Riom Chatel Guyon,FR,FR,23.99
C71,gannat,vic le comte,day,Gannat → Vic le Comte,FR,FR,48.11
TER,gannat,vic le comte,day,Gannat → Vic le Comte,CH,CH,48.05
S21,gansbrunnen,solothurn,day,Gansbrunnen → Solothurn,CH,CH,9.01
P4,gap,briancon,day,Gap → Briancon,FR,FR,56.43
TER,gap,romans bourg de peage,day,Gap → Romans Bourg de Peage,CH,CH,97.73
INCONNU,gap,saint leger les melezes le village,day,Gap → Saint Leger les Melezes le Village,FR,FR,12.77
INCONNU,gap gare routiere,peyruis parc relais,day,Gap → Peyruis Parc Relais,FR,FR,60.53
RE,geneve,annemasse,day,Geneve → Annemasse,CH,CH,7.33
EC,geneve,brig,day,Geneve → Brig,CH,CH,142.39
R,geneve,chene bourg,day,Geneve → Chene Bourg,CH,CH,4.49
RE,geneve,coppet,day,Geneve → Coppet,CH,CH,12.42
IR,geneve,geneve aeroport,day,Geneve → Geneve Aeroport,CH,CH,3.41
R,geneve,la plaine,day,Geneve → la Plaine,CH,CH,11.51
RE,geneve,lausanne,day,Geneve → Lausanne,CH,CH,50.56
TGV,geneve,paris gare de lyon,day,Geneve → Paris de Lyon,CH,CH,407.18
R,geneve,pougny chancy,day,Geneve → Pougny Chancy,CH,CH,15.74
R,geneve,satigny,day,Geneve → Satigny,CH,CH,8.08
RE,geneve,st maurice,day,Geneve → St Maurice,CH,CH,66.14
RE,geneve,villeneuve vd,day,Geneve → Villeneuve Vd,CH,CH,63.79
R,geneve aeroport,annemasse,day,Geneve Aeroport → Annemasse,CH,CH,10.26
IC,geneve aeroport,cadenazzo,day,Geneve Aeroport → Cadenazzo,CH,CH,217.98
IC,geneve aeroport,locarno,day,Geneve Aeroport → Locarno,CH,CH,207.07
IR95,geneve aeroport,morges,day,Geneve Aeroport → Morges,CH,CH,42.64
IR57,geneve aeroport,neuchatel,day,Geneve Aeroport → Neuchatel,CH,CH,105.73
RE,geneve aeroport,st maurice,day,Geneve Aeroport → St Maurice,CH,CH,68.49
IR15,geneve aeroport,sursee,day,Geneve Aeroport → Sursee,CH,CH,183.89
IR90,geneve aeroport,visp,day,Geneve Aeroport → Visp,CH,CH,136.2
L4,geneve cornavin,annemasse,day,Geneve Cornavin → Annemasse,FR,FR,7.34
622E,geneve cornavin,marne la vallee chessy,day,Geneve Cornavin → Marne la Vallee Chessy,FR,FR,388.6
K11,geneve cornavin,valence ville,day,Geneve Cornavin → Valence Ville,FR,FR,172.56
EXT,geneve eaux vives,geneve,day,Geneve Eaux Vives → Geneve,CH,CH,2.1
RE,giengen brenz,ulm hbf,day,Giengen Brenz → Ulm,CH,CH,30.87
P9,gievres,romorantin blanc argent,day,Gievres → Romorantin Blanc Argent,FR,FR,10.09
INCONNU,gimont cahuzac,auch,day,Gimont Cahuzac → Auch,FR,FR,21.87
C6,gimont cahuzac,toulouse matabiau,day,Gimont Cahuzac → Toulouse Matabiau,FR,FR,47.23
L44,gironde,langon,day,Gironde → Langon,FR,FR,13.32
S5,giswil,luzern,day,Giswil → Luzern,CH,CH,25.55
S90,giubiasco,capolago riva s vitale,day,Giubiasco → Capolago Riva S Vitale,CH,CH,30.19
S20,giubiasco,locarno,day,Giubiasco → Locarno,CH,CH,15.57
S90,giubiasco,lugano,day,Giubiasco → Lugano,CH,CH,19.22
TER,givet,charleville mezieres,day,Givet → Charleville Mezieres,CH,CH,41.93
S30,givisiez,yverdon les bains,day,Givisiez → Yverdon les Bains,CH,CH,37.43
CC,gletsch,realp dfb,day,Gletsch → Realp Dfb,CH,CH,11.35
RE,goppenstein,brig,day,Goppenstein → Brig,CH,CH,18.69
RE,goppenstein,domodossola i,day,Goppenstein → Domodossola I,CH,CH,50.21
IR46,goschenen,arth goldau,day,Goschenen → Arth Goldau,CH,CH,42.72
IR26,goschenen,luzern,day,Goschenen → Luzern,CH,CH,47.7
S1,gossau sg,kreuzlingen,day,Gossau Sg → Kreuzlingen,CH,CH,27.5
S1,gossau sg,schaffhausen,day,Gossau Sg → Schaffhausen,CH,CH,56.4
S23,gossau sg,wasserauen,day,Gossau Sg → Wasserauen,CH,CH,19.29
S5,gossau sg,weinfelden,day,Gossau Sg → Weinfelden,CH,CH,20.4
C7,grand combe la pise,nimes centre,day,Grand Combe la Pise → Nimes Centre,FR,FR,49.71
R,grandson,villeneuve vd,day,Grandson → Villeneuve Vd,CH,CH,50.31
K4,granville,argentan,day,Granville → Argentan,FR,FR,114.99
C12,granville,caen,day,Granville → Caen,FR,FR,97.94
C305,granville,lison,day,Granville → Lison,FR,FR,58.31
K12,granville,rennes,day,Granville → Rennes,FR,FR,81.95
